id|title|releaseDate|storeReleaseDate|FinalPrice|OriginalPrice|PriceDiscountPercentage|PriceDiscountAmount|PriceCurrency|productState|storeLink|Developer|Publisher|OperatingSystem1|OperatingSystem2|OperatingSystem3|Tag1|Tag2|Tag3|Tag4|Tag5|Tag6|Tag7|Tag8|Tag9|Tag10
1207659126|Medal of Honor: Allied Assault War Chest|2004-03-02|2012-10-23|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/medal_of_honor_allied_assault_war_chest|Electronic Arts|Electronic Arts|windows|||{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Historical', 'slug': 'historical'}|{'name': 'FPS', 'slug': 'fps'}|{'name': 'Shooter', 'slug': 'shooter'}|{'name': 'War', 'slug': 'war'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Military', 'slug': 'military'}|{'name': 'World War II', 'slug': 'world-war-ii'}|
1207658964|Nox™|2000-01-31|2011-09-06|1.37|5.99|-77.0|4.62|USD|default|https://www.gog.com/en/game/nox|Westwood Studios|Electronic Arts|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Isometric', 'slug': 'isometric'}|{'name': 'Magic', 'slug': 'magic'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Hack and Slash', 'slug': 'hack-and-slash'}|{'name': 'Only On GOG', 'slug': 'only-on-gog'}
1176929400|Medal of Honor™: Pacific Assault|2004-11-04|2016-10-27|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/medal_of_honor_pacific_assault|Electronic Arts|Electronic Arts|windows|||{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Historical', 'slug': 'historical'}|{'name': 'FPS', 'slug': 'fps'}|{'name': 'Shooter', 'slug': 'shooter'}|{'name': 'War', 'slug': 'war'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Military', 'slug': 'military'}|{'name': 'World War II', 'slug': 'world-war-ii'}|
1207658930|The Witcher 2: Assassins of Kings Enhanced Edition|2012-04-17|1991-12-25|2.99|19.99|-85.0|17.00|USD|default|https://www.gog.com/en/game/the_witcher_2|CD PROJEKT RED|CD PROJEKT RED|windows|linux|osx|{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Choices Matter', 'slug': 'choices-matter'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Third Person', 'slug': 'third-person'}
1207659026|Theme Hospital|1997-03-31|2012-04-12|1.49|5.99|-75.0|4.50|USD|default|https://www.gog.com/en/game/theme_hospital|Bullfrog Productions|Electronic Arts|windows|osx||{'name': 'Strategy', 'slug': 'strategy'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Casual', 'slug': 'casual'}|{'name': 'Management', 'slug': 'management'}|{'name': 'Funny', 'slug': 'funny'}|{'name': 'Managerial', 'slug': 'managerial'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Building', 'slug': 'building'}|{'name': 'Dark Comedy', 'slug': 'dark-comedy'}|
1721096025|Kane and Lynch: Dead Men™|2007-12-14|2022-07-08|1.39|6.99|-80.0|5.60|USD|default|https://www.gog.com/en/game/kane_and_lynch_dead_men|IO Interactive|Square Enix|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Crime', 'slug': 'crime'}|||||||
1207658924|The Witcher: Enhanced Edition|2007-10-26|2011-05-10|1.49|9.99|-85.0|8.50|USD|default|https://www.gog.com/en/game/the_witcher|CD PROJEKT RED|CD PROJEKT RED|windows|osx||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Choices Matter', 'slug': 'choices-matter'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Third Person', 'slug': 'third-person'}
1207658787|Heroes of Might and Magic® 3: Complete|1999-06-01|1991-12-25|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/heroes_of_might_and_magic_3_complete_edition|New World Computing, Inc.|Ubisoft|windows|||{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Strategy', 'slug': 'strategy'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Turn-Based', 'slug': 'turn-based'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Tactical', 'slug': 'tactical'}|{'name': 'Management', 'slug': 'management'}|{'name': 'Multiplayer', 'slug': 'multiplayer'}|{'name': 'Resource Management', 'slug': 'resource-management'}
1207659191|Clive Barker's Undying|2001-02-19|2013-03-19|1.49|5.99|-75.0|4.50|USD|default|https://www.gog.com/en/game/clive_barkers_undying|DreamWorks Interactive|Electronic Arts|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Horror', 'slug': 'horror'}|{'name': 'Magic', 'slug': 'magic'}|{'name': 'Shooter', 'slug': 'shooter'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}||
1618073558|Shadow Warrior Classic Redux|1997-05-13|2016-09-02|0.99|9.99|-90.0|9.00|USD|default|https://www.gog.com/en/game/shadow_warrior_classic_redux|3D Realms, General Arcade|Devolver Digital|windows|linux||{'name': 'Sci-fi', 'slug': 'sci-fi'}|{'name': 'Science', 'slug': 'science'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}|{'name': 'Funny', 'slug': 'funny'}|{'name': 'Violent', 'slug': 'violent'}|{'name': 'Difficult', 'slug': 'difficult'}|{'name': 'Gore', 'slug': 'gore'}|{'name': 'Nudity', 'slug': 'nudity'}
1207658682|Gothic|2001-12-15|2008-10-28|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/gothic|Piranha Bytes|THQ Nordic GmbH|windows|||{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Choices Matter', 'slug': 'choices-matter'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Difficult', 'slug': 'difficult'}
1207659037|Alan Wake|2012-01-16|2012-05-08|4.49|14.99|-70.0|10.50|USD|default|https://www.gog.com/en/game/alan_wake|Remedy Entertainment|Remedy Entertainment|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Action', 'slug': 'action'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Horror', 'slug': 'horror'}|{'name': 'Mystery', 'slug': 'mystery'}|{'name': 'Third Person', 'slug': 'third-person'}
1207659088|Legacy of Kain: Defiance|2003-12-16|2012-08-09|0.97|6.99|-86.0|6.02|USD|default|https://www.gog.com/en/game/legacy_of_kain_defiance|Crystal Dynamics|Crystal Dynamics|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': '2D', 'slug': 'two-dimensional'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Platformer', 'slug': 'platformer'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}
1266089300|Resident Evil 3|2000-06-16|2024-09-25|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/resident_evil_3|Capcom / GOG|Capcom|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Female Protagonist', 'slug': 'female-protagonist'}|{'name': 'Horror', 'slug': 'horror'}|{'name': 'Violent', 'slug': 'violent'}|{'name': 'Survival', 'slug': 'survival'}|{'name': 'Gore', 'slug': 'gore'}|{'name': 'Zombies', 'slug': 'zombies'}|{'name': 'Only On GOG', 'slug': 'only-on-gog'}
1207658880|Total Annihilation: Commander Pack|1997-10-30|1991-12-25|0.99|4.99|-80.0|4.00|USD|default|https://www.gog.com/en/game/total_anihilation_commander_pack|Cavedog Entertainment|Wargaming.net|windows|osx||{'name': 'Strategy', 'slug': 'strategy'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Sci-fi', 'slug': 'sci-fi'}|{'name': 'Science', 'slug': 'science'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Real-Time', 'slug': 'real-time'}|{'name': 'Multiplayer', 'slug': 'multiplayer'}|{'name': 'Top-Down', 'slug': 'top-down'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}
1948823323|SPORE™ Collection|2008-12-19|2016-09-22|7.49|29.99|-75.0|22.50|USD|default|https://www.gog.com/en/game/spore_collection|Maxis Software Inc.|Electronic Arts|windows|||{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Strategy', 'slug': 'strategy'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Real-Time', 'slug': 'real-time'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|||||
1207658718|Gothic 2 Gold Edition|2005-11-29|2014-12-19|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/gothic_2_gold_edition|Piranha Bytes|THQ Nordic GmbH|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Difficult', 'slug': 'difficult'}
1207658997|Thief™ Gold|1998-11-30|1991-12-25|0.97|6.99|-86.0|6.02|USD|default|https://www.gog.com/en/game/thief_gold|Looking Glass Studios|Eidos Interactive Corporation|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Exploration', 'slug': 'exploration'}|{'name': 'Simulation', 'slug': 'simulation'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Horror', 'slug': 'horror'}
1809223221|Crysis®|2007-11-13|2016-10-27|4.99|19.99|-75.0|15.00|USD|default|https://www.gog.com/en/game/crysis|Crytek Studios|Electronic Arts|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Sci-fi', 'slug': 'sci-fi'}|{'name': 'Science', 'slug': 'science'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Tactical', 'slug': 'tactical'}|{'name': 'Open World', 'slug': 'open-world'}
1207658986|Gothic 3|2006-10-13|2014-12-19|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/gothic_3|Piranha Bytes|THQ Nordic GmbH|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Exploration', 'slug': 'exploration'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Open World', 'slug': 'open-world'}
1741715499|Love n Dream|2020-08-27|2024-10-10|0.74|2.99|-75.0|2.25|USD|default|https://www.gog.com/en/game/love_n_dream|Secret Labo|MediBang Games|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Indie', 'slug': 'indie'}|{'name': 'Puzzle', 'slug': 'puzzle'}|{'name': 'Simulation', 'slug': 'simulation'}|{'name': 'Casual', 'slug': 'casual'}|{'name': 'Visual Novel', 'slug': 'visual-novel'}|{'name': 'Sexual Content', 'slug': 'sexual-content'}|{'name': 'Nudity', 'slug': 'nudity'}|{'name': 'Mature', 'slug': 'mature'}|{'name': 'Relaxing', 'slug': 'relaxing'}
1403000599|The Saboteur™|2009-11-30|2016-09-22|4.99|19.99|-75.0|15.00|USD|default|https://www.gog.com/en/game/saboteur|Pandemic Studios|Electronic Arts|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Stealth', 'slug': 'stealth'}|||||
1207659012|Anachronox|2001-06-27|2012-03-15|0.97|6.99|-86.0|6.02|USD|default|https://www.gog.com/en/game/anachronox|Ion Storm Inc.|Square Enix|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Sci-fi', 'slug': 'sci-fi'}|{'name': 'Science', 'slug': 'science'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Funny', 'slug': 'funny'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Tactical RPG', 'slug': 'tactical-rpg'}
1207665233|Sacred 2 Gold|2009-11-09|2014-08-14|3.74|14.99|-75.0|11.25|USD|default|https://www.gog.com/en/game/sacred_2_gold|ASCARON Entertainment|THQ Nordic GmbH|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Female Protagonist', 'slug': 'female-protagonist'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Multiplayer', 'slug': 'multiplayer'}
1980736768|Love n Dream: Virtual Happiness|2020-12-19|2024-10-10|0.74|2.99|-75.0|2.25|USD|default|https://www.gog.com/en/game/love_n_dream_virtual_happiness|Secret Labo|MediBang Games|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Action', 'slug': 'action'}|{'name': 'Indie', 'slug': 'indie'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Strategy', 'slug': 'strategy'}|{'name': '2D', 'slug': 'two-dimensional'}|{'name': 'Puzzle', 'slug': 'puzzle'}|{'name': 'Casual', 'slug': 'casual'}|{'name': 'Sexual Content', 'slug': 'sexual-content'}|{'name': 'Nudity', 'slug': 'nudity'}
1207658713|Stronghold Crusader HD|2002-09-27|2012-11-01|1.99|9.99|-80.0|8.00|USD|default|https://www.gog.com/en/game/stronghold_crusader|FireFly Studios|FireFly Studios|windows|||{'name': 'Strategy', 'slug': 'strategy'}|{'name': '2D', 'slug': 'two-dimensional'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Management', 'slug': 'management'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Sandbox', 'slug': 'sandbox'}|{'name': 'Historical', 'slug': 'historical'}|{'name': 'Resource Management', 'slug': 'resource-management'}|{'name': 'Isometric', 'slug': 'isometric'}|{'name': 'Medieval', 'slug': 'medieval'}
1462173886|Worms: Armageddon|1999-05-31|2016-10-06|2.99|14.99|-80.0|12.00|USD|default|https://www.gog.com/en/game/worms_armageddon|Team17 Digital Ltd.|Team17 Digital LTD.|windows|||{'name': 'Strategy', 'slug': 'strategy'}|{'name': '2D', 'slug': 'two-dimensional'}|{'name': 'Turn-Based', 'slug': 'turn-based'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Tactical', 'slug': 'tactical'}|{'name': 'Funny', 'slug': 'funny'}|{'name': 'Platformer', 'slug': 'platformer'}|{'name': 'Multiplayer', 'slug': 'multiplayer'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Cartoony', 'slug': 'cartoony'}
1211984113|Love Rhythm|2019-11-20|2024-10-10|0.74|2.99|-75.0|2.25|USD|default|https://www.gog.com/en/game/love_rhythm|Triple-S|MediBang Games|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Indie', 'slug': 'indie'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Puzzle', 'slug': 'puzzle'}|{'name': 'Simulation', 'slug': 'simulation'}|{'name': 'Casual', 'slug': 'casual'}|{'name': 'Visual Novel', 'slug': 'visual-novel'}|{'name': 'Sexual Content', 'slug': 'sexual-content'}|{'name': 'Nudity', 'slug': 'nudity'}
1084263831|Just Cause|2006-09-22|2021-10-27|1.04|6.99|-85.0|5.95|USD|default|https://www.gog.com/en/game/just_cause|Avalanche Studios|Square Enix|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Exploration', 'slug': 'exploration'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Funny', 'slug': 'funny'}|{'name': 'Open World', 'slug': 'open-world'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Sandbox', 'slug': 'sandbox'}|{'name': 'Violent', 'slug': 'violent'}|{'name': 'Military', 'slug': 'military'}|{'name': 'Modern', 'slug': 'modern'}
1207659237|Jade Empire: Special Edition|2005-04-12|2013-06-11|3.74|14.99|-75.0|11.25|USD|default|https://www.gog.com/en/game/jade_empire_special_edition|BioWare|Electronic Arts|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Female Protagonist', 'slug': 'female-protagonist'}|{'name': 'Choices Matter', 'slug': 'choices-matter'}|{'name': 'Third Person', 'slug': 'third-person'}
1207658688|Sacred Gold|2004-10-22|2008-11-11|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/sacred_gold|ASCARON Entertainment|THQ Nordic GmbH|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Exploration', 'slug': 'exploration'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Female Protagonist', 'slug': 'female-protagonist'}|{'name': 'Open World', 'slug': 'open-world'}
1207659101|Legacy of Kain: Blood Omen 2|2002-03-20|2012-09-04|0.97|6.99|-86.0|6.02|USD|default|https://www.gog.com/en/game/legacy_of_kain_blood_omen_2|Crystal Dynamics|Crystal Dynamics|windows|||{'name': 'Action', 'slug': 'action'}|{'name': '2D', 'slug': 'two-dimensional'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Platformer', 'slug': 'platformer'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Violent', 'slug': 'violent'}|{'name': 'Gore', 'slug': 'gore'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}||
1534123252|Resident Evil 2|1999-02-19|2024-08-27|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/resident_evil_2|Capcom / GOG|Capcom|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Female Protagonist', 'slug': 'female-protagonist'}|{'name': 'Horror', 'slug': 'horror'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Survival', 'slug': 'survival'}|{'name': 'Gore', 'slug': 'gore'}|{'name': 'Fighting', 'slug': 'fighting'}|{'name': 'Zombies', 'slug': 'zombies'}
1580232252|Resident Evil|1997-09-14|2024-06-26|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/resident_evil|Capcom / GOG|Capcom|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Horror', 'slug': 'horror'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Violent', 'slug': 'violent'}|{'name': 'Survival', 'slug': 'survival'}|{'name': 'Zombies', 'slug': 'zombies'}|{'name': 'Only On GOG', 'slug': 'only-on-gog'}|
1808582759|Jazz Jackrabbit Collection|1994-08-01|2017-11-30|1.79|9.99|-82.0|8.20|USD|default|https://www.gog.com/en/game/jazz_jackrabbit_collection|Epic Games|Epic Games|windows|linux|osx|{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Action', 'slug': 'action'}|{'name': '2D', 'slug': 'two-dimensional'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Platformer', 'slug': 'platformer'}|{'name': 'Family Friendly', 'slug': 'family-friendly'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Only On GOG', 'slug': 'only-on-gog'}||
1207659179|Total Overdose: A Gunslinger's Tale in Mexico|2005-09-16|2013-02-28|1.49|5.99|-75.0|4.50|USD|default|https://www.gog.com/en/game/total_overdose_a_gunslingers_tale_in_mexico|Deadline Games|Square Enix|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Third Person', 'slug': 'third-person'}|{'name': 'Modern', 'slug': 'modern'}||||||
1207659001|Thief™ 2: The Metal Age|2000-03-23|1991-12-25|1.18|6.99|-83.0|5.81|USD|default|https://www.gog.com/en/game/thief_2_the_metal_age|Looking Glass Studios|Eidos Interactive Corporation|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Simulation', 'slug': 'simulation'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'First-Person', 'slug': 'first-person'}|{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Horror', 'slug': 'horror'}
1412601690|Diablo + Hellfire|1996-12-31|2019-03-07|9.99|9.99||0.00|USD|default|https://www.gog.com/en/game/diablo|Blizzard Entertainment, Inc.|Blizzard Entertainment, Inc.|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Dark', 'slug': 'dark'}|{'name': 'Violent', 'slug': 'violent'}|{'name': 'Gore', 'slug': 'gore'}|{'name': 'Isometric', 'slug': 'isometric'}|{'name': 'Magic', 'slug': 'magic'}
1345182195|Venetica - Gold Edition|2009-09-04|2019-07-26|0.99|9.99|-90.0|9.00|USD|default|https://www.gog.com/en/game/venetica|Deck13|Deck13|windows|||{'name': 'Action', 'slug': 'action'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Female Protagonist', 'slug': 'female-protagonist'}|{'name': 'Third Person', 'slug': 'third-person'}||||
1460731635|Sherlock Holmes versus Jack the Ripper|2009-05-27|2016-04-29|0.99|9.99|-90.0|9.00|USD|default|https://www.gog.com/en/game/sherlock_holmes_versus_jack_the_ripper|Frogwares|Frogwares|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Puzzle', 'slug': 'puzzle'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Point&Click', 'slug': 'point-and-click'}|{'name': 'Mystery', 'slug': 'mystery'}|{'name': 'Historical', 'slug': 'historical'}|{'name': 'Investigation', 'slug': 'investigation'}|{'name': 'Detective-mystery', 'slug': 'detective'}|{'name': 'Thriller', 'slug': 'thriller'}
2086050016|SimCity™ 3000 Unlimited|2000-03-18|2016-07-14|2.49|9.99|-75.0|7.50|USD|default|https://www.gog.com/en/game/simcity_3000|Maxis Software Inc.|Electronic Arts|windows|||{'name': 'Atmospheric', 'slug': 'atmospheric'}|{'name': 'Simulation', 'slug': 'simulation'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Management', 'slug': 'management'}|{'name': 'Real-Time', 'slug': 'real-time'}|{'name': 'Sandbox', 'slug': 'sandbox'}|{'name': 'Isometric', 'slug': 'isometric'}|{'name': 'Managerial', 'slug': 'managerial'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|{'name': 'Building', 'slug': 'building'}
1319942707|RE:Destiny|2021-11-19|2024-10-10|1.59|3.99|-60.0|2.40|USD|default|https://www.gog.com/en/game/redestiny|D-Ark Studio|MediBang Games|windows|||{'name': 'Adventure', 'slug': 'adventure'}|{'name': 'Indie', 'slug': 'indie'}|{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Story Rich', 'slug': 'story-rich'}|{'name': 'Role-playing', 'slug': 'role-playing'}|{'name': 'Casual', 'slug': 'casual'}|{'name': 'Choices Matter', 'slug': 'choices-matter'}|{'name': 'Visual Novel', 'slug': 'visual-novel'}|{'name': 'Sexual Content', 'slug': 'sexual-content'}|{'name': 'Nudity', 'slug': 'nudity'}
1207658912|Total Annihilation: Kingdoms + Iron Plague|1999-06-25|1991-12-25|2.99|5.99|-50.0|3.00|USD|default|https://www.gog.com/en/game/total_annihilation_kingdoms|Cavedog Entertainment|Wargaming.net|windows|||{'name': 'Fantasy', 'slug': 'fantasy'}|{'name': 'Strategy', 'slug': 'strategy'}|{'name': 'Classic', 'slug': 'classic'}|{'name': 'Real-Time', 'slug': 'real-time'}|{'name': 'Good Old Game', 'slug': 'good-old-game'}|||||
